貸与品とは何ですか？,社員に貸し出す物品です。,
返却確認とは何ですか？,貸与品が返却されたか確認することです。,
倉庫管理とは何ですか？,倉庫内の商品を管理する業務です。,
入庫とは何ですか？,商品を倉庫に入れる作業です。,
出庫とは何ですか？,商品を倉庫から出す作業です。,
在庫差異とは何ですか？,帳簿と実在庫の差です。,
不良在庫とは何ですか？,長期間動かない在庫です。,
廃棄処理とは何ですか？,不要品を処分する手続きです。,
発注数量とは何ですか？,注文する数量です。,
最小発注量とは何ですか？,発注可能な最小数量です。,
納品遅延の連絡はどうしますか？,取引先へ速やかに連絡します。,
納品確認とは何ですか？,納品内容を確認する作業です。,
配送手配とは何ですか？,配送業者を手配することです。,
配送伝票とは何ですか？,配送情報を記載した書類です。,
配送状況確認とは何ですか？,荷物の状況を確認することです。,
送料とは何ですか？,配送にかかる費用です。,
送料負担とは何ですか？,送料を誰が負担するかの条件です。,
納品完了とは何ですか？,商品が無事に納品された状態です。,
